Order ID,Order Date,Customer ID,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region,City
ORD-1228,2024-01-07,CUST-186,Laptops - Model 28,Technology,Laptops,58.23,9,0.3,10.75,Central,Phoenix
ORD-1229,2024-03-28,CUST-162,Bookcases - Model 45,Furniture,Bookcases,275.83,3,0.16,49.34,Central,New York
ORD-1230,2024-08-29,CUST-249,Pens - Model 24,Office Supplies,Pens,47.07,10,0.43,2.75,South,New York
ORD-1231,2024-06-23,CUST-166,Bookcases - Model 4,Furniture,Bookcases,241.3,8,0.4,15.58,Central,Houston
ORD-1232,2024-11-07,CUST-228,Pens - Model 3,Office Supplies,Pens,398.02,3,0.34,78.78,Central,New York
ORD-1233,2024-02-24,CUST-211,Chairs - Model 9,Furniture,Chairs,49.12,4,0.12,10.19,West,Houston
ORD-1234,2024-10-17,CUST-294,Pens - Model 48,Office Supplies,Pens,469.51,3,0.35,41.59,West,Los Angeles
ORD-1235,2024-10-11,CUST-170,Chairs - Model 23,Furniture,Chairs,258.73,3,0.32,19.38,Central,Chicago
ORD-1236,2024-03-26,CUST-78,Paper - Model 30,Office Supplies,Paper,167.96,6,0.43,24.94,East,Phoenix
ORD-1237,2024-11-05,CUST-81,Tables - Model 39,Furniture,Tables,168.85,4,0.34,19.38,East,Los Angeles
ORD-1238,2024-10-02,CUST-292,Accessories - Model 31,Technology,Accessories,487.32,4,0.33,92.98,South,Houston
ORD-1239,2024-04-02,CUST-141,Pens - Model 6,Office Supplies,Pens,67.53,4,0.13,10.59,South,Chicago
ORD-1240,2024-07-25,CUST-226,Binders - Model 36,Office Supplies,Binders,228.09,5,0.11,41.74,South,Houston
ORD-1241,2024-06-21,CUST-261,Binders - Model 44,Office Supplies,Binders,28.13,7,0.47,2.1,South,New York
ORD-1242,2024-08-08,CUST-182,Bookcases - Model 26,Furniture,Bookcases,362.48,2,0.24,41.77,South,Los Angeles
ORD-1243,2024-08-01,CUST-173,Chairs - Model 23,Furniture,Chairs,121.07,2,0.03,24.85,South,Phoenix
ORD-1244,2024-02-03,CUST-254,Bookcases - Model 20,Furniture,Bookcases,51.38,8,0.49,7.17,West,New York
ORD-1245,2024-01-12,CUST-270,Bookcases - Model 21,Furniture,Bookcases,11.47,10,0.47,1.5,West,New York
ORD-1246,2024-04-03,CUST-192,Pens - Model 24,Office Supplies,Pens,438.56,8,0.3,66.43,West,Houston
ORD-1247,2024-03-31,CUST-176,Laptops - Model 31,Technology,Laptops,131.62,6,0.48,14.07,South,Los Angeles
ORD-1248,2024-01-27,CUST-41,Bookcases - Model 49,Furniture,Bookcases,99.42,3,0.3,10.74,West,New York
ORD-1249,2024-04-13,CUST-141,Laptops - Model 24,Technology,Laptops,128.57,4,0.4,22.47,South,Houston
ORD-1250,2024-11-24,CUST-216,Phones - Model 42,Technology,Phones,280.61,2,0.03,43.55,Central,Los Angeles
ORD-1251,2024-04-26,CUST-297,Tables - Model 38,Furniture,Tables,370.73,9,0.3,63.1,East,New York
ORD-1252,2024-09-10,CUST-248,Binders - Model 27,Office Supplies,Binders,375.98,7,0.29,50.04,West,New York
ORD-1253,2024-03-22,CUST-29,Binders - Model 2,Office Supplies,Binders,66.47,4,0.31,6.02,West,New York
ORD-1254,2024-11-03,CUST-146,Pens - Model 48,Office Supplies,Pens,404.47,4,0.4,37.39,Central,Phoenix
ORD-1255,2024-10-04,CUST-147,Tables - Model 33,Furniture,Tables,396.17,4,0.05,42.86,West,Los Angeles
ORD-1256,2024-02-16,CUST-230,Binders - Model 13,Office Supplies,Binders,372.5,6,0.28,28.63,Central,Chicago
ORD-1257,2024-01-11,CUST-255,Paper - Model 19,Office Supplies,Paper,345.6,8,0.36,41.47,South,Chicago
ORD-1258,2024-01-23,CUST-215,Chairs - Model 26,Furniture,Chairs,395.46,5,0.33,67.36,West,Phoenix
ORD-1259,2024-08-12,CUST-45,Bookcases - Model 48,Furniture,Bookcases,396.88,9,0.26,71.81,Central,Houston
ORD-1260,2024-06-08,CUST-200,Bookcases - Model 36,Furniture,Bookcases,212.7,9,0.37,25.37,South,Los Angeles
ORD-1261,2024-05-07,CUST-151,Accessories - Model 9,Technology,Accessories,78.84,6,0.07,12.95,Central,Phoenix
ORD-1262,2024-06-04,CUST-124,Tables - Model 7,Furniture,Tables,282.72,10,0.45,41.97,Central,Chicago
ORD-1263,2024-08-14,CUST-8,Laptops - Model 15,Technology,Laptops,374.0,5,0.19,69.85,West,New York
ORD-1264,2024-03-03,CUST-206,Phones - Model 20,Technology,Phones,456.72,2,0.15,64.67,East,Chicago
ORD-1265,2024-04-08,CUST-188,Laptops - Model 2,Technology,Laptops,76.58,3,0.4,8.19,South,Houston
ORD-1266,2024-09-03,CUST-210,Accessories - Model 20,Technology,Accessories,162.69,6,0.41,12.67,South,Houston
ORD-1267,2024-10-20,CUST-267,Tables - Model 6,Furniture,Tables,153.14,7,0.44,13.57,East,New York
ORD-1268,2024-12-02,CUST-78,Chairs - Model 27,Furniture,Chairs,369.11,3,0.03,98.24,South,Chicago
ORD-1269,2024-03-26,CUST-68,Tables - Model 3,Furniture,Tables,46.85,8,0.41,7.16,Central,Los Angeles
ORD-1270,2024-08-13,CUST-150,Chairs - Model 14,Furniture,Chairs,308.09,9,0.11,43.33,West,Chicago
ORD-1271,2024-02-26,CUST-102,Accessories - Model 23,Technology,Accessories,486.12,2,0.21,61.96,East,Houston
ORD-1272,2024-11-15,CUST-45,Binders - Model 1,Office Supplies,Binders,361.22,3,0.19,36.27,Central,Chicago
ORD-1273,2024-02-15,CUST-210,Pens - Model 27,Office Supplies,Pens,295.23,9,0.24,33.4,East,Phoenix
ORD-1274,2024-03-14,CUST-257,Chairs - Model 41,Furniture,Chairs,189.31,1,0.26,27.14,Central,Houston
ORD-1275,2024-04-25,CUST-179,Phones - Model 8,Technology,Phones,411.67,4,0.33,41.1,West,Chicago
ORD-1276,2024-09-03,CUST-154,Chairs - Model 47,Furniture,Chairs,379.33,5,0.35,45.36,West,Phoenix
ORD-1277,2024-11-20,CUST-200,Paper - Model 44,Office Supplies,Paper,161.37,5,0.03,46.07,South,New York
ORD-1278,2024-03-24,CUST-55,Chairs - Model 21,Furniture,Chairs,182.51,8,0.05,33.18,East,Phoenix
ORD-1279,2024-01-10,CUST-166,Laptops - Model 34,Technology,Laptops,228.3,2,0.1,58.32,West,Phoenix
ORD-1280,2024-03-24,CUST-2,Pens - Model 1,Office Supplies,Pens,255.17,6,0.36,40.03,East,Los Angeles
ORD-1281,2024-01-16,CUST-156,Phones - Model 31,Technology,Phones,35.54,7,0.34,3.63,Central,New York
ORD-1282,2024-04-08,CUST-128,Bookcases - Model 26,Furniture,Bookcases,179.83,5,0.38,23.08,East,Chicago
ORD-1283,2024-03-10,CUST-28,Paper - Model 10,Office Supplies,Paper,489.97,2,0.45,65.05,East,Chicago
ORD-1284,2024-10-04,CUST-110,Tables - Model 49,Furniture,Tables,75.99,6,0.44,9.68,South,Chicago
ORD-1285,2024-10-05,CUST-65,Paper - Model 5,Office Supplies,Paper,144.85,4,0.15,24.96,Central,Chicago
ORD-1286,2024-03-05,CUST-192,Accessories - Model 4,Technology,Accessories,191.86,10,0.36,15.35,West,Houston
ORD-1287,2024-08-31,CUST-15,Laptops - Model 46,Technology,Laptops,425.58,9,0.35,50.3,West,Chicago
ORD-1288,2024-04-25,CUST-199,Laptops - Model 26,Technology,Laptops,299.87,1,0.17,27.34,East,New York
ORD-1289,2024-01-05,CUST-206,Chairs - Model 32,Furniture,Chairs,192.84,7,0.24,38.65,West,Houston
ORD-1290,2024-01-24,CUST-183,Bookcases - Model 21,Furniture,Bookcases,269.0,5,0.04,38.46,West,Chicago
ORD-1291,2024-05-24,CUST-56,Phones - Model 21,Technology,Phones,180.22,7,0.43,30.37,Central,Houston
ORD-1292,2024-12-10,CUST-189,Paper - Model 11,Office Supplies,Paper,480.41,1,0.33,35.27,East,Houston
ORD-1293,2024-01-07,CUST-275,Pens - Model 43,Office Supplies,Pens,249.91,5,0.37,41.19,West,Los Angeles
ORD-1294,2024-12-14,CUST-138,Phones - Model 4,Technology,Phones,304.54,1,0.03,82.19,West,Houston
ORD-1295,2024-03-27,CUST-13,Binders - Model 21,Office Supplies,Binders,97.57,10,0.23,19.54,South,Chicago
ORD-1296,2024-10-04,CUST-91,Phones - Model 36,Technology,Phones,472.32,7,0.06,75.82,South,Phoenix
ORD-1297,2024-07-07,CUST-176,Bookcases - Model 21,Furniture,Bookcases,457.2,1,0.01,73.51,Central,Houston
ORD-1298,2024-07-02,CUST-46,Bookcases - Model 11,Furniture,Bookcases,471.97,4,0.38,73.78,South,Houston
ORD-1299,2024-05-29,CUST-132,Pens - Model 8,Office Supplies,Pens,358.36,2,0.21,59.85,East,New York
ORD-1300,2024-10-28,CUST-178,Paper - Model 43,Office Supplies,Paper,212.5,1,0.26,21.48,Central,Houston
ORD-1301,2024-06-06,CUST-179,Binders - Model 3,Office Supplies,Binders,215.59,7,0.49,31.42,Central,New York
ORD-1302,2024-02-18,CUST-82,Binders - Model 28,Office Supplies,Binders,42.7,10,0.13,11.11,East,Phoenix
ORD-1303,2024-03-24,CUST-282,Tables - Model 30,Furniture,Tables,54.2,1,0.49,2.87,Central,Los Angeles
ORD-1304,2024-05-22,CUST-252,Laptops - Model 40,Technology,Laptops,451.82,4,0.16,105.24,South,Phoenix
ORD-1305,2024-03-17,CUST-247,Laptops - Model 24,Technology,Laptops,55.01,7,0.43,5.06,East,Houston
ORD-1306,2024-07-07,CUST-183,Accessories - Model 16,Technology,Accessories,382.57,3,0.37,63.66,West,Phoenix
ORD-1307,2024-05-16,CUST-140,Chairs - Model 44,Furniture,Chairs,176.74,6,0.47,19.04,West,Los Angeles
ORD-1308,2024-06-30,CUST-116,Paper - Model 49,Office Supplies,Paper,426.51,3,0.06,105.36,Central,Chicago
ORD-1309,2024-12-04,CUST-295,Pens - Model 26,Office Supplies,Pens,348.45,3,0.32,31.25,East,Los Angeles
ORD-1310,2024-08-31,CUST-119,Binders - Model 5,Office Supplies,Binders,323.9,10,0.06,84.2,West,Houston
ORD-1311,2024-03-15,CUST-236,Binders - Model 7,Office Supplies,Binders,392.47,2,0.04,53.01,East,Phoenix
ORD-1312,2024-03-12,CUST-41,Paper - Model 9,Office Supplies,Paper,251.84,7,0.2,51.26,South,Los Angeles
ORD-1313,2024-03-03,CUST-67,Tables - Model 16,Furniture,Tables,55.09,9,0.34,6.59,Central,Chicago
ORD-1314,2024-10-16,CUST-134,Pens - Model 4,Office Supplies,Pens,212.23,6,0.27,39.13,East,Chicago
ORD-1315,2024-12-18,CUST-209,Accessories - Model 30,Technology,Accessories,62.0,9,0.3,6.33,East,New York
ORD-1316,2024-07-15,CUST-218,Chairs - Model 15,Furniture,Chairs,342.17,7,0.37,37.53,South,Los Angeles
ORD-1317,2024-08-13,CUST-234,Tables - Model 26,Furniture,Tables,99.51,7,0.36,6.61,Central,New York
ORD-1318,2024-06-18,CUST-65,Binders - Model 20,Office Supplies,Binders,37.67,5,0.14,8.15,South,New York
ORD-1319,2024-07-12,CUST-227,Binders - Model 20,Office Supplies,Binders,84.73,3,0.4,9.82,South,Houston
ORD-1320,2024-08-27,CUST-60,Chairs - Model 34,Furniture,Chairs,62.1,4,0.17,11.06,West,Phoenix
ORD-1321,2024-04-21,CUST-144,Paper - Model 47,Office Supplies,Paper,102.9,4,0.34,17.37,South,Phoenix
ORD-1322,2024-10-26,CUST-173,Accessories - Model 24,Technology,Accessories,384.93,9,0.1,75.07,East,Los Angeles
ORD-1323,2024-07-05,CUST-95,Tables - Model 32,Furniture,Tables,477.36,9,0.38,66.69,Central,Houston
ORD-1324,2024-08-29,CUST-36,Binders - Model 35,Office Supplies,Binders,246.0,9,0.23,31.73,East,Los Angeles
ORD-1325,2024-04-25,CUST-79,Laptops - Model 32,Technology,Laptops,54.68,4,0.21,7.75,Central,Phoenix
ORD-1326,2024-07-29,CUST-100,Paper - Model 38,Office Supplies,Paper,142.99,6,0.44,16.57,South,Phoenix
ORD-1327,2024-12-01,CUST-213,Binders - Model 23,Office Supplies,Binders,127.93,4,0.1,22.2,South,Houston
ORD-1328,2024-03-30,CUST-256,Laptops - Model 23,Technology,Laptops,216.77,10,0.16,20.98,Central,Phoenix
ORD-1329,2024-08-01,CUST-218,Bookcases - Model 17,Furniture,Bookcases,324.05,5,0.23,39.95,Central,Houston
ORD-1330,2024-12-04,CUST-269,Paper - Model 5,Office Supplies,Paper,299.01,9,0.33,33.39,West,Chicago
ORD-1331,2024-04-25,CUST-73,Binders - Model 8,Office Supplies,Binders,152.81,8,0.23,28.86,Central,Los Angeles
ORD-1332,2024-07-21,CUST-128,Accessories - Model 34,Technology,Accessories,43.14,6,0.45,2.46,Central,Phoenix
ORD-1333,2024-01-06,CUST-146,Pens - Model 14,Office Supplies,Pens,303.28,4,0.48,40.46,Central,Houston
ORD-1334,2024-01-07,CUST-10,Tables - Model 22,Furniture,Tables,23.76,5,0.17,5.56,Central,Phoenix
ORD-1335,2024-02-02,CUST-13,Paper - Model 12,Office Supplies,Paper,141.29,3,0.2,16.46,East,New York
ORD-1336,2024-05-18,CUST-107,Paper - Model 48,Office Supplies,Paper,277.79,7,0.14,59.23,South,New York
ORD-1337,2024-08-18,CUST-103,Bookcases - Model 35,Furniture,Bookcases,78.36,7,0.29,14.57,South,Phoenix
ORD-1338,2024-04-28,CUST-149,Binders - Model 34,Office Supplies,Binders,408.72,9,0.1,109.77,Central,Houston
ORD-1339,2024-05-11,CUST-281,Chairs - Model 13,Furniture,Chairs,235.54,5,0.43,18.46,Central,Houston
ORD-1340,2024-04-23,CUST-264,Laptops - Model 4,Technology,Laptops,120.8,4,0.34,13.52,South,Los Angeles
ORD-1341,2024-05-24,CUST-26,Bookcases - Model 14,Furniture,Bookcases,106.54,3,0.3,21.5,East,Chicago
ORD-1342,2024-11-23,CUST-283,Binders - Model 18,Office Supplies,Binders,435.24,5,0.35,47.46,Central,Houston
ORD-1343,2024-11-05,CUST-87,Phones - Model 45,Technology,Phones,406.14,10,0.38,32.74,Central,New York
ORD-1344,2024-06-12,CUST-165,Chairs - Model 29,Furniture,Chairs,100.88,5,0.24,15.24,West,Houston
ORD-1345,2024-11-23,CUST-191,Chairs - Model 38,Furniture,Chairs,276.1,4,0.21,63.63,East,Phoenix
ORD-1346,2024-07-23,CUST-107,Chairs - Model 41,Furniture,Chairs,261.48,1,0.31,35.79,West,New York
ORD-1347,2024-10-17,CUST-134,Accessories - Model 34,Technology,Accessories,201.91,1,0.4,31.4,South,Chicago
ORD-1348,2024-04-18,CUST-71,Laptops - Model 34,Technology,Laptops,361.18,4,0.41,36.07,Central,Houston
ORD-1349,2024-04-22,CUST-298,Phones - Model 44,Technology,Phones,416.28,4,0.35,73.57,South,New York
ORD-1350,2024-11-26,CUST-286,Tables - Model 9,Furniture,Tables,273.57,3,0.12,24.38,East,Los Angeles
ORD-1351,2024-07-09,CUST-123,Chairs - Model 45,Furniture,Chairs,93.82,1,0.44,8.6,Central,Los Angeles
ORD-1352,2024-01-24,CUST-163,Paper - Model 23,Office Supplies,Paper,481.13,10,0.44,41.56,East,Chicago
ORD-1353,2024-04-10,CUST-28,Binders - Model 30,Office Supplies,Binders,287.51,9,0.37,25.22,Central,Los Angeles
ORD-1354,2024-09-24,CUST-208,Phones - Model 39,Technology,Phones,22.96,8,0.02,6.2,South,New York
ORD-1355,2024-07-20,CUST-230,Phones - Model 43,Technology,Phones,278.73,6,0.14,59.01,Central,Houston
ORD-1356,2024-12-14,CUST-143,Tables - Model 24,Furniture,Tables,298.31,2,0.4,33.61,East,Houston
ORD-1357,2024-11-09,CUST-42,Tables - Model 48,Furniture,Tables,105.47,6,0.5,7.29,Central,Chicago
ORD-1358,2024-12-28,CUST-18,Phones - Model 34,Technology,Phones,337.47,4,0.09,36.45,South,New York
ORD-1359,2024-11-23,CUST-284,Accessories - Model 38,Technology,Accessories,101.0,5,0.2,24.17,West,Chicago
ORD-1360,2024-03-20,CUST-209,Paper - Model 24,Office Supplies,Paper,288.11,5,0.45,20.79,West,New York
ORD-1361,2024-09-17,CUST-289,Paper - Model 30,Office Supplies,Paper,69.4,2,0.47,10.99,East,Houston
ORD-1362,2024-07-21,CUST-228,Accessories - Model 35,Technology,Accessories,148.13,4,0.13,28.17,East,Los Angeles
ORD-1363,2024-03-14,CUST-104,Accessories - Model 37,Technology,Accessories,40.13,9,0.0,8.47,West,Los Angeles
ORD-1364,2024-11-04,CUST-179,Laptops - Model 9,Technology,Laptops,424.71,9,0.21,41.22,East,Los Angeles
ORD-1365,2024-12-11,CUST-75,Pens - Model 8,Office Supplies,Pens,297.09,6,0.03,86.16,West,Chicago
ORD-1366,2024-01-17,CUST-296,Tables - Model 15,Furniture,Tables,203.55,6,0.09,32.5,South,Los Angeles
ORD-1367,2024-12-13,CUST-252,Laptops - Model 22,Technology,Laptops,276.69,10,0.04,72.99,Central,Houston
ORD-1368,2024-02-11,CUST-121,Laptops - Model 17,Technology,Laptops,322.96,1,0.41,37.74,West,New York
ORD-1369,2024-09-03,CUST-246,Phones - Model 20,Technology,Phones,461.37,8,0.36,62.43,South,Houston
ORD-1370,2024-09-29,CUST-95,Laptops - Model 22,Technology,Laptops,140.34,5,0.31,25.68,East,New York
ORD-1371,2024-12-28,CUST-55,Paper - Model 29,Office Supplies,Paper,300.45,7,0.41,19.38,South,Chicago
ORD-1372,2024-12-12,CUST-200,Chairs - Model 41,Furniture,Chairs,485.15,8,0.14,117.62,West,New York
ORD-1373,2024-11-06,CUST-2,Phones - Model 32,Technology,Phones,45.39,3,0.27,8.11,South,Los Angeles
ORD-1374,2024-01-08,CUST-184,Binders - Model 4,Office Supplies,Binders,108.51,3,0.32,11.83,East,Chicago
ORD-1375,2024-02-29,CUST-24,Phones - Model 25,Technology,Phones,429.98,9,0.27,42.36,Central,New York
ORD-1376,2024-11-28,CUST-36,Laptops - Model 10,Technology,Laptops,378.25,5,0.07,79.17,West,Chicago
ORD-1377,2024-05-25,CUST-240,Bookcases - Model 39,Furniture,Bookcases,140.94,8,0.27,21.86,East,New York
ORD-1378,2024-01-10,CUST-93,Chairs - Model 33,Furniture,Chairs,164.93,2,0.37,24.72,South,Houston
ORD-1379,2024-06-19,CUST-251,Tables - Model 26,Furniture,Tables,229.21,1,0.19,52.77,South,Phoenix
ORD-1380,2024-12-30,CUST-255,Chairs - Model 11,Furniture,Chairs,339.89,2,0.44,42.89,Central,Chicago
ORD-1381,2024-12-08,CUST-207,Pens - Model 31,Office Supplies,Pens,96.77,8,0.41,16.96,East,Los Angeles
ORD-1382,2024-06-22,CUST-12,Binders - Model 26,Office Supplies,Binders,394.56,6,0.37,60.26,South,Los Angeles
ORD-1383,2024-11-14,CUST-26,Chairs - Model 17,Furniture,Chairs,13.73,10,0.36,1.3,West,Chicago
ORD-1384,2024-08-14,CUST-158,Tables - Model 47,Furniture,Tables,78.18,5,0.44,13.0,South,Houston
ORD-1385,2024-04-16,CUST-150,Binders - Model 41,Office Supplies,Binders,423.67,7,0.24,87.11,Central,Phoenix
ORD-1386,2024-03-02,CUST-16,Phones - Model 40,Technology,Phones,391.91,5,0.31,51.86,Central,New York
ORD-1387,2024-04-01,CUST-251,Pens - Model 49,Office Supplies,Pens,83.82,8,0.39,10.69,Central,Los Angeles
ORD-1388,2024-03-05,CUST-104,Tables - Model 15,Furniture,Tables,91.63,10,0.46,14.72,Central,New York
ORD-1389,2024-09-29,CUST-221,Chairs - Model 19,Furniture,Chairs,139.13,2,0.22,30.83,Central,New York
ORD-1390,2024-04-30,CUST-200,Phones - Model 48,Technology,Phones,396.82,3,0.0,52.27,Central,Los Angeles
ORD-1391,2024-07-08,CUST-288,Phones - Model 17,Technology,Phones,226.27,9,0.05,27.5,East,New York
ORD-1392,2024-10-24,CUST-14,Paper - Model 15,Office Supplies,Paper,37.58,6,0.47,3.05,Central,Los Angeles
ORD-1393,2024-11-07,CUST-159,Phones - Model 22,Technology,Phones,288.74,6,0.2,33.92,Central,Los Angeles
ORD-1394,2024-12-12,CUST-85,Accessories - Model 21,Technology,Accessories,91.65,8,0.14,22.82,West,Chicago
ORD-1395,2024-07-18,CUST-90,Tables - Model 14,Furniture,Tables,496.61,10,0.48,36.31,East,Phoenix
ORD-1396,2024-07-03,CUST-27,Paper - Model 4,Office Supplies,Paper,197.87,1,0.13,39.82,South,Houston
ORD-1397,2024-07-07,CUST-17,Pens - Model 7,Office Supplies,Pens,288.43,8,0.09,32.36,South,Houston
ORD-1398,2024-07-29,CUST-277,Pens - Model 14,Office Supplies,Pens,371.86,4,0.09,83.72,East,New York
ORD-1399,2024-05-04,CUST-138,Laptops - Model 48,Technology,Laptops,84.9,5,0.37,14.36,East,Phoenix
ORD-1400,2024-01-19,CUST-63,Binders - Model 22,Office Supplies,Binders,321.12,1,0.41,20.28,West,Los Angeles
ORD-1401,2024-11-14,CUST-202,Paper - Model 15,Office Supplies,Paper,323.54,6,0.34,29.53,West,Phoenix
ORD-1402,2024-05-30,CUST-73,Tables - Model 43,Furniture,Tables,479.52,10,0.11,110.9,East,Phoenix
ORD-1403,2024-01-15,CUST-169,Accessories - Model 18,Technology,Accessories,323.39,8,0.08,64.96,East,Phoenix
ORD-1404,2024-04-09,CUST-140,Phones - Model 38,Technology,Phones,398.87,10,0.39,57.3,South,Houston
ORD-1405,2024-02-15,CUST-25,Chairs - Model 26,Furniture,Chairs,400.93,3,0.02,105.89,Central,Los Angeles
ORD-1406,2024-12-29,CUST-54,Phones - Model 45,Technology,Phones,41.95,5,0.16,4.48,East,Los Angeles
ORD-1407,2024-10-10,CUST-133,Laptops - Model 9,Technology,Laptops,84.15,10,0.22,17.82,West,New York
ORD-1408,2024-08-14,CUST-125,Chairs - Model 22,Furniture,Chairs,419.06,4,0.39,55.93,Central,New York
ORD-1409,2024-03-20,CUST-14,Paper - Model 25,Office Supplies,Paper,399.79,5,0.28,49.28,South,New York
ORD-1410,2024-08-21,CUST-280,Pens - Model 36,Office Supplies,Pens,220.4,6,0.38,30.88,East,Los Angeles
ORD-1411,2024-04-13,CUST-19,Phones - Model 30,Technology,Phones,65.22,2,0.1,15.36,Central,New York
ORD-1412,2024-05-16,CUST-62,Pens - Model 49,Office Supplies,Pens,245.17,8,0.23,54.34,East,Houston
ORD-1413,2024-12-28,CUST-64,Laptops - Model 11,Technology,Laptops,258.69,2,0.15,30.35,East,Chicago
ORD-1414,2024-05-10,CUST-26,Laptops - Model 21,Technology,Laptops,335.35,3,0.31,52.57,South,Los Angeles
ORD-1415,2024-09-10,CUST-65,Bookcases - Model 32,Furniture,Bookcases,206.0,2,0.09,26.02,South,Chicago
ORD-1416,2024-08-12,CUST-134,Chairs - Model 39,Furniture,Chairs,113.33,5,0.18,23.72,South,Houston
ORD-1417,2024-07-24,CUST-233,Bookcases - Model 22,Furniture,Bookcases,329.83,10,0.02,94.15,West,Chicago
ORD-1418,2024-01-13,CUST-107,Accessories - Model 27,Technology,Accessories,404.58,4,0.01,90.03,East,Chicago
ORD-1419,2024-07-08,CUST-216,Pens - Model 50,Office Supplies,Pens,217.07,6,0.23,41.2,West,Phoenix
ORD-1420,2024-05-30,CUST-166,Phones - Model 46,Technology,Phones,188.75,5,0.06,36.07,West,Los Angeles
ORD-1421,2024-03-22,CUST-31,Chairs - Model 26,Furniture,Chairs,230.77,3,0.05,25.19,South,New York
ORD-1422,2024-12-20,CUST-181,Bookcases - Model 13,Furniture,Bookcases,92.76,7,0.28,14.38,East,Phoenix
ORD-1423,2024-03-10,CUST-81,Phones - Model 22,Technology,Phones,356.96,2,0.02,68.44,East,Los Angeles
ORD-1424,2024-03-11,CUST-288,Laptops - Model 43,Technology,Laptops,193.69,2,0.03,20.28,East,New York
ORD-1425,2024-08-07,CUST-76,Accessories - Model 19,Technology,Accessories,474.29,10,0.13,101.23,West,Houston
ORD-1426,2024-02-22,CUST-138,Accessories - Model 29,Technology,Accessories,396.07,3,0.39,47.65,East,Los Angeles
ORD-1427,2024-11-17,CUST-246,Binders - Model 48,Office Supplies,Binders,304.45,7,0.02,86.88,West,Los Angeles
ORD-1428,2024-10-28,CUST-265,Laptops - Model 46,Technology,Laptops,295.93,10,0.41,29.62,East,Houston
ORD-1429,2024-12-28,CUST-240,Phones - Model 37,Technology,Phones,96.02,10,0.11,15.93,South,New York
ORD-1430,2024-03-17,CUST-157,Tables - Model 29,Furniture,Tables,457.53,6,0.28,35.54,South,Los Angeles
ORD-1431,2024-04-30,CUST-183,Bookcases - Model 47,Furniture,Bookcases,198.36,1,0.16,35.38,Central,New York
ORD-1432,2024-05-06,CUST-122,Phones - Model 45,Technology,Phones,278.72,7,0.24,63.34,East,New York
ORD-1433,2024-08-18,CUST-215,Laptops - Model 1,Technology,Laptops,44.33,2,0.04,11.62,Central,Houston
ORD-1434,2024-02-18,CUST-48,Accessories - Model 32,Technology,Accessories,416.03,9,0.24,61.53,West,Los Angeles
ORD-1435,2024-01-16,CUST-239,Binders - Model 22,Office Supplies,Binders,256.2,8,0.02,40.07,Central,Houston
ORD-1436,2024-11-09,CUST-131,Tables - Model 40,Furniture,Tables,238.01,2,0.32,41.11,South,Houston
ORD-1437,2024-08-29,CUST-154,Laptops - Model 39,Technology,Laptops,486.54,10,0.19,107.22,West,Chicago
ORD-1438,2024-06-02,CUST-188,Binders - Model 30,Office Supplies,Binders,38.83,4,0.14,5.14,Central,Houston
ORD-1439,2024-06-14,CUST-170,Tables - Model 32,Furniture,Tables,121.49,1,0.44,15.54,South,Houston
ORD-1440,2024-09-15,CUST-217,Bookcases - Model 14,Furniture,Bookcases,261.85,6,0.36,39.83,West,Los Angeles
ORD-1441,2024-05-26,CUST-136,Accessories - Model 44,Technology,Accessories,415.74,4,0.45,50.93,East,Houston
ORD-1442,2024-03-29,CUST-129,Binders - Model 45,Office Supplies,Binders,195.28,9,0.22,24.91,West,Phoenix
ORD-1443,2024-02-07,CUST-166,Accessories - Model 18,Technology,Accessories,36.88,9,0.48,4.22,South,Phoenix
ORD-1444,2024-05-09,CUST-192,Phones - Model 27,Technology,Phones,114.77,1,0.21,11.18,South,Houston
ORD-1445,2024-08-02,CUST-140,Binders - Model 42,Office Supplies,Binders,489.21,1,0.08,118.51,South,Los Angeles
ORD-1446,2024-04-08,CUST-115,Laptops - Model 33,Technology,Laptops,259.97,4,0.21,46.17,East,Phoenix
ORD-1447,2024-05-16,CUST-275,Pens - Model 3,Office Supplies,Pens,169.87,5,0.43,14.35,West,Los Angeles
ORD-1448,2024-12-03,CUST-196,Accessories - Model 27,Technology,Accessories,454.9,4,0.22,57.02,West,New York
ORD-1449,2024-07-30,CUST-81,Accessories - Model 27,Technology,Accessories,52.53,9,0.38,9.56,East,New York
ORD-1450,2024-05-18,CUST-296,Laptops - Model 16,Technology,Laptops,363.84,8,0.22,39.83,Central,Chicago
ORD-1451,2024-07-28,CUST-20,Paper - Model 39,Office Supplies,Paper,440.72,2,0.12,103.78,South,Chicago
ORD-1452,2024-06-29,CUST-120,Binders - Model 14,Office Supplies,Binders,154.97,4,0.0,28.95,Central,Chicago
ORD-1453,2024-04-22,CUST-50,Binders - Model 9,Office Supplies,Binders,108.21,2,0.27,10.87,South,Chicago
ORD-1454,2024-03-20,CUST-190,Tables - Model 47,Furniture,Tables,352.49,9,0.32,59.4,Central,New York
ORD-1455,2024-12-16,CUST-101,Tables - Model 50,Furniture,Tables,22.67,8,0.36,3.55,Central,Houston
ORD-1456,2024-01-14,CUST-208,Accessories - Model 14,Technology,Accessories,209.26,7,0.47,25.44,East,New York
ORD-1457,2024-07-24,CUST-286,Chairs - Model 15,Furniture,Chairs,137.57,6,0.01,37.39,East,Chicago
